url,category_code,subcategory_code,secondary_category_code,date_added,source,notes
http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B5%D9%81%D8%AD%D8%A9_%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%D8%A9,POLT,,,2017-01-24,Berkman Klein,
http://ar.wikipedia.org/wiki/%D8%AA%D9%88%D9%86%D8%B3,POLT,,,2017-01-24,Berkman Klein,
http://nawaat.org/portail/,FEXP,,,2017-01-24,Berkman Klein,
http://blogabderahmane.over-blog.com/,POLT,,,2017-01-24,Berkman Klein,
http://en.wikipedia.org/wiki/Censorship_in_Tunisia,POLT,,,2017-01-24,Berkman Klein,
http://en.wikipedia.org/wiki/Gay_rights_in_Tunisia,GAYL,,,2017-01-24,Berkman Klein,
http://en.wikipedia.org/wiki/Military_of_Tunisia,POLT,,,2017-01-24,Berkman Klein,
http://en.wikipedia.org/wiki/Politics_of_Tunisia,POLT,,,2017-01-24,Berkman Klein,
http://en.wikipedia.org/wiki/Tunisia,POLT,,,2017-01-24,Berkman Klein,
http://espace.tunisie.over-blog.com/,POLT,,,2017-01-24,Berkman Klein,
http://facebook.com/jalel.brick,POLT,,,2017-01-24,Berkman Klein,
http://facebook.com/OUAJIHBADREDDINE,POLT,,,2017-01-24,Berkman Klein,
http://facebook.com/pages/TUNISIE-TOUJOURS/210055832354486,POLT,,,2017-01-24,Berkman Klein,
http://facebook.com/takrizo,POLT,,,2017-01-24,Berkman Klein,
http://facebook.com/youssefpatriote,POLT,,,2017-01-24,Berkman Klein,
http://fartattou.com/,POLT,,,2017-01-24,Berkman Klein,
https://www.hrw.org/middle-east/n-africa/tunisia,HUMR,,,2017-01-24,Berkman Klein,
http://lejardinsecretdugeneralbenali.blogspot.com/,POLT,,,2017-01-24,Berkman Klein,
http://liqaa.net/,POLT,,,2017-01-24,Berkman Klein,
http://maghreblog.net/,POLT,,,2017-01-24,Berkman Klein,
http://moncefmarzouki.com/,POLT,,,2017-01-24,Berkman Klein,
http://tnblessee.spaces.live.com/,HUMR,,,2017-01-24,Berkman Klein,
http://www.al-bab.com/arab/countries/tunisia.htm,FEXP,,,2017-01-24,Berkman Klein,
http://www.humum.net/country/main.php?id=tunisia,HUMR,,,2017-01-24,Berkman Klein,
https://www.amazighcity.com/,MINR,,,2017-01-24,Berkman Klein,
https://www.tunisie-amazigh.com/,MINR,,,2017-01-24,Berkman Klein,
http://www.kabyle.com/,MINR,,,2017-01-24,Berkman Klein,
http://www.kitab.nl/,POLT,,,2017-01-24,Berkman Klein,
http://www.lexpressiondz.com/,POLT,,,2017-01-24,Berkman Klein,
http://www.moncefmarzouki.net/,HUMR,,,2017-01-24,Berkman Klein,
http://www.reveiltunisien.org/,POLT,,,2017-01-24,Berkman Klein,
http://www.tunisiancommunity.org/,FREL,,,2017-01-24,Berkman Klein,
http://www.tunisnews.net/,News,,,2017-01-24,Berkman Klein,
http://www.ugtt.org.tn/,HUMR,,,2017-01-24,Berkman Klein,
http://www.verite-action.org/,HUMR,,,2017-01-24,Berkman Klein,
http://www.yezzi.org/,POLT,,,2017-01-24,Berkman Klein,
http://yahyaoui.blogspot.com/,POLT,,,2017-01-24,Berkman Klein,
http://www.assabahnews.tn/,News,,,2017-01-24,Berkman Klein,
http://www.alchourouk.com/,News,,,2017-01-24,Berkman Klein,
http://elhasade.com/,News,,,2017-01-24,Berkman Klein,
http://www.turess.com/,News,,,2017-01-24,Berkman Klein,
http://www.attounissia.com.tn/,News,,,2017-01-24,Berkman Klein,
http://www.hour-news.net/,News,,,2017-01-24,Berkman Klein,
http://www.assabah.com.tn/,News,,,2017-01-24,Berkman Klein,
http://tnntunisia.com/,News,,,2017-01-24,Berkman Klein,
http://www.albawaba.com/ar/country/%D8%AA%D9%88%D9%86%D8%B3,News,,,2017-01-24,Berkman Klein,
http://www.tap.info.tn/,News,,,2017-01-24,Berkman Klein,
http://binaanews.net/,News,,,2017-01-24,Berkman Klein,
http://www.elkhabar.com.tn/,News,,,2017-01-24,Berkman Klein,
http://tunisnews.net/,News,,,2017-01-24,Berkman Klein,
http://www.aljarida.com.tn/,News,,,2017-01-24,Berkman Klein,
http://www.gnet.tn/,News,,,2017-01-24,Berkman Klein,
http://www.awttar.com/,News,,,2017-01-24,Berkman Klein,
http://www.tunisiaonlinenews.com/,News,,,2017-01-24,Berkman Klein,
http://www.essahafa.info.tn/,News,,,2017-01-24,Berkman Klein,
http://www.lapresse.tn/,News,,,2017-01-24,Berkman Klein,
http://ar.lemaghreb.tn/,News,,,2017-01-24,Berkman Klein,
http://althawranews.blogspot.com/,News,,,2017-01-24,Berkman Klein,
