url,category_code,subcategory_code,secondary_category_code,date_added,source,notes
http://denypagetests.netsweeper.com/category/catno/32,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/33,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/34,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/35,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/36,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/37,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/39,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/4,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/40,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/41,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/42,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/43,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/44,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/45,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/47,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/48,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/49,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/5,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/50,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/51,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/53,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/54,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/6,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/7,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/8,MISC,,,2017-01-24,Berkman Klein,
http://denypagetests.netsweeper.com/category/catno/9,MISC,,,2017-01-24,Berkman Klein,
http://tahamatoday.tadwen.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.adenpress.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.al-ayyam.info/,NEWS,,,2017-01-24,Berkman Klein,
http://www.al-balagh.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.al-masdar.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.al-osra.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.al-tagheer.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.al-tagheer.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.almasdaronline.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.marebpress.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.mayonews.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.nabanews.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.shabwahpress.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.yemenmirror.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.yemenportal.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.yementimes.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.youtube.com/watch?v=AvQAbpX0aaM,NEWS,,,2017-01-24,Berkman Klein,
http://www.youtube.com/watch?v=NJTXn-jyVfk,NEWS,,,2017-01-24,Berkman Klein,
http://www.felixnews.com/,NEWS,,,2017-01-24,Berkman Klein,
http://dhal3.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.raynews.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.alhadath-yemen.com/,NEWS,,,2017-01-24,Berkman Klein,
http://sahafah.net/,NEWS,,,2017-01-24,Berkman Klein,
http://ahgaftoday.com/new/,NEWS,,,2017-01-24,Berkman Klein,
http://www.albaldnews.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.alganob.net/g/index.asp,NEWS,,,2017-01-24,Berkman Klein,
http://www.asrarpress.net/,NEWS,,,2017-01-24,Berkman Klein,
http://adenprovince.net/,NEWS,,,2017-01-24,Berkman Klein,
http://hournews.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.anbayemen.com/,NEWS,,,2017-01-24,Berkman Klein,
http://yaspr.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.awanpress.net/,NEWS,,,2017-01-24,Berkman Klein,
http://ibb-press.net/,NEWS,,,2017-01-24,Berkman Klein,
http://erempress.com/,NEWS,,,2017-01-24,Berkman Klein,
http://eensan.net/,NEWS,,,2017-01-24,Berkman Klein,
http://awraqpress.net/portal/,NEWS,,,2017-01-24,Berkman Klein,
http://www.ynews24.com/,NEWS,,,2017-01-24,Berkman Klein,
http://newslive-ye.com/,NEWS,,,2017-01-24,Berkman Klein,
http://alahale.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.alettejah.net/,NEWS,,,2017-01-24,Berkman Klein,
http://alittihadpress.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.alestethmar.net/,NEWS,,,2017-01-24,Berkman Klein,
http://alomanaa.net/,NEWS,,,2017-01-24,Berkman Klein,
http://alealamy.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.aliqtisadonline.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.yemeneconomist.com/,NEWS,,,2017-01-24,Berkman Klein,
http://albadeel.info/,NEWS,,,2017-01-24,Berkman Klein,
http://www.al-baath.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.albidapress.net/press/,NEWS,,,2017-01-24,Berkman Klein,
http://aleqtisad-news.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.albaidaonline.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.albaidanews.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.aljadeedpress.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.aljmaheerpress.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.hodnews.com/,NEWS,,,2017-01-24,Berkman Klein,
http://hodeidah.net/,NEWS,,,2017-01-24,Berkman Klein,
http://alhakk.net/,NEWS,,,2017-01-24,Berkman Klein,
http://hodpress.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.alhaqeeqanews.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.aljanad.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.taiznet.net/,NEWS,,,2017-01-24,Berkman Klein,
http://takatol.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.newsyafa.com/,NEWS,,,2017-01-24,Berkman Klein,
http://hdrmutonline.com/,NEWS,,,2017-01-24,Berkman Klein,
http://hadhramautnews.net/,NEWS,,,2017-01-24,Berkman Klein,
http://hajjahnet.net/portal/,NEWS,,,2017-01-24,Berkman Klein,
http://www.hadhramout-almasa.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.hshd.net/,NEWS,,,2017-01-24,Berkman Klein,
http://hadrmoutpress.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.nsowo.com/,NEWS,,,2017-01-24,Berkman Klein,
http://mokawamah.net/portal/,NEWS,,,2017-01-24,Berkman Klein,
http://www.aladhwaa.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.althawranews.net/portal/,NEWS,,,2017-01-24,Berkman Klein,
http://alhurryh.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.yemen-today.net/,NEWS,,,2017-01-24,Berkman Klein,
http://www.yemen-24.com/index.php,NEWS,,,2017-01-24,Berkman Klein,
http://www.yemen-press.com/index.html,NEWS,,,2017-01-24,Berkman Klein,
http://www.ibb-press.net/index.php,NEWS,,,2017-01-24,Berkman Klein,
http://www.eremnews.com/,NEWS,,,2017-01-24,Berkman Klein,
http://mandabpress.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.yemensky.com/,NEWS,,,2017-01-24,Berkman Klein,
http://www.alyemeny.com/,NEWS,,,2017-01-24,Berkman Klein,
